id,description,date,number,lat,lng,count
398,SCHOOL VISIT ,2/22/19,253,42.484082,-83.457421,1
399,SCHOOL VISIT ,2/22/19,253,42.465061,-83.461523,1
400,SCHOOL VISIT ,2/22/19,245,42.465061,-83.461523,1
401,SCHOOL VISIT ,2/25/19,249,42.450681,-83.504154,1
402,SCHOOL VISIT ,2/25/19,244,42.463211,-83.490985,1
403,SCHOOL VISIT ,2/25/19,216,42.521202,-83.469492,1
404,SCHOOL VISIT ,2/25/19,244,42.465061,-83.461523,1
405,SCHOOL VISIT ,2/25/19,230,42.461427,-83.446007,1
406,SCHOOL VISIT ,2/25/19,244,42.468514,-83.439433,1
407,SCHOOL VISIT ,2/25/19,291,42.450681,-83.504154,1
408,SCHOOL VISIT ,2/25/19,266,42.468959,-83.522221,1
409,SCHOOL VISIT ,2/26/19,221,42.508257,-83.454752,1
410,SCHOOL VISIT ,2/26/19,244,42.461427,-83.446007,1
411,SCHOOL VISIT ,2/26/19,216,42.521202,-83.469492,1
412,SCHOOL VISIT ,2/26/19,291,42.468959,-83.522221,1
413,SCHOOL VISIT ,2/26/19,230,42.461427,-83.446007,1
414,SCHOOL VISIT ,2/27/19,256,42.508257,-83.454752,1
415,SCHOOL VISIT ,2/27/19,217,42.521202,-83.469492,1
416,SCHOOL VISIT ,2/27/19,217,42.512892,-83.449649,1
417,SCHOOL VISIT ,2/27/19,281,42.486569,-83.535075,1
418,SCHOOL VISIT ,2/27/19,295,42.486569,-83.535075,1
419,SCHOOL VISIT ,2/27/19,271,42.465061,-83.461523,1
420,SCHOOL VISIT ,2/27/19,281,42.468959,-83.522221,1
421,SCHOOL VISIT ,2/27/19,295,42.468959,-83.522221,1
422,SCHOOL VISIT ,2/27/19,291,42.489376,-83.540248,1
423,SCHOOL VISIT ,2/27/19,217,42.468959,-83.522221,1
424,SCHOOL VISIT ,2/27/19,295,42.473913,-83.497865,1
425,SCHOOL VISIT ,2/27/19,281,42.473913,-83.497865,1
426,SCHOOL VISIT ,2/27/19,256,42.468959,-83.522221,1
427,SCHOOL VISIT ,2/27/19,256,42.473913,-83.497865,1
428,SCHOOL VISIT ,2/27/19,245,42.461427,-83.446007,1
429,SCHOOL VISIT ,2/27/19,245,42.468514,-83.439433,1
430,SCHOOL VISIT ,2/28/19,240,42.473913,-83.497865,1
431,SCHOOL VISIT ,3/14/19,271,42.465061,-83.461523,1
432,SCHOOL VISIT ,3/14/19,240,42.473913,-83.497865,1
433,SCHOOL VISIT ,3/14/19,285,42.450681,-83.504154,1
434,SCHOOL VISIT ,3/14/19,285,42.477497,-83.495401,1
435,SCHOOL VISIT ,3/15/19,216,42.521202,-83.469492,1
436,SCHOOL VISIT ,3/15/19,244,42.468514,-83.439433,1
437,SCHOOL VISIT ,3/18/19,256,42.486569,-83.535075,1
438,SCHOOL VISIT ,3/18/19,295,42.493266,-83.528514,1
439,SCHOOL VISIT ,3/18/19,297,42.521202,-83.469492,1
440,SCHOOL VISIT ,3/18/19,256,42.493266,-83.528514,1
441,SCHOOL VISIT ,3/19/19,285,42.493266,-83.528514,1
442,SCHOOL VISIT ,3/19/19,295,42.477863,-83.495421,1
443,SCHOOL VISIT ,3/19/19,297,42.468959,-83.522221,1
444,SCHOOL VISIT ,3/20/19,216,42.521202,-83.469492,1
445,SCHOOL VISIT ,3/20/19,244,42.461427,-83.446007,1
446,SCHOOL VISIT ,3/21/19,253,42.450681,-83.504154,1
447,SCHOOL VISIT ,3/22/19,285,42.493266,-83.528514,1
448,SCHOOL VISIT ,3/22/19,297,42.468514,-83.439433,1
449,SCHOOL VISIT ,3/25/19,244,42.461427,-83.446007,1
450,SCHOOL VISIT ,3/25/19,221,42.508257,-83.454752,1
451,SCHOOL VISIT ,3/25/19,244,42.465061,-83.461523,1
452,SCHOOL VISIT ,3/26/19,216,42.521202,-83.469492,1
453,SCHOOL VISIT ,3/26/19,230,42.461427,-83.446007,1
454,SCHOOL VISIT ,3/26/19,286,42.489376,-83.540248,1
455,SCHOOL VISIT ,3/27/19,285,42.489376,-83.540248,1
456,SCHOOL VISIT ,3/27/19,291,42.486569,-83.535075,1
457,SCHOOL VISIT ,3/27/19,291,42.450681,-83.504154,1
458,SCHOOL VISIT ,3/28/19,253,42.461427,-83.446007,1
459,SCHOOL VISIT ,3/28/19,253,42.465061,-83.461523,1
460,SCHOOL VISIT ,3/28/19,285,42.468959,-83.522221,1
461,SCHOOL VISIT ,4/15/19,216,42.521202,-83.469492,1
462,SCHOOL VISIT ,4/16/19,248,42.486569,-83.535075,1
463,SCHOOL VISIT ,4/17/19,292,42.521202,-83.469492,1
464,SCHOOL VISIT ,4/17/19,285,42.461427,-83.446007,1
465,SCHOOL VISIT ,4/17/19,256,42.508257,-83.454752,1
466,SCHOOL VISIT ,4/18/19,285,42.465061,-83.461523,1
467,SCHOOL VISIT ,4/18/19,285,42.468514,-83.439433,1
468,SCHOOL VISIT ,4/22/19,295,42.493266,-83.528514,1
469,SCHOOL VISIT ,4/23/19,285,42.465061,-83.461523,1
470,SCHOOL VISIT ,4/23/19,295,42.450681,-83.504154,1
471,SCHOOL VISIT ,4/23/19,256,42.508257,-83.454752,1
472,SCHOOL VISIT ,4/23/19,292,42.521202,-83.469492,1
473,SCHOOL VISIT ,4/23/19,285,42.468514,-83.439433,1
474,SCHOOL VISIT ,4/24/19,253,42.450681,-83.504154,1
475,SCHOOL VISIT ,4/24/19,216,42.521202,-83.469492,1
476,SCHOOL VISIT ,4/24/19,299,42.461427,-83.446007,1
477,SCHOOL VISIT ,4/25/19,299,42.468514,-83.439433,1
478,SCHOOL VISIT ,4/26/19,295,42.468959,-83.522221,1
479,SCHOOL VISIT ,4/26/19,302,42.468959,-83.522221,1
480,SCHOOL VISIT ,4/29/19,240,42.473913,-83.497865,1
481,SCHOOL VISIT ,4/29/19,216,42.521202,-83.469492,1
482,SCHOOL VISIT ,4/30/19,248,42.463211,-83.490985,1
483,SCHOOL VISIT ,4/30/19,299,42.489376,-83.540248,1
484,SCHOOL VISIT ,4/30/19,217,42.508257,-83.454752,1
485,SCHOOL VISIT ,4/30/19,216,42.521202,-83.469492,1
486,SCHOOL VISIT ,5/13/19,253,42.450681,-83.504154,1
487,SCHOOL VISIT ,5/13/19,248,42.476463,-83.497671,1
488,SCHOOL VISIT ,5/13/19,248,42.477863,-83.495421,1
489,SCHOOL VISIT ,5/13/19,248,42.47843,-83.495453,1
490,SCHOOL VISIT ,5/13/19,216,42.521202,-83.469492,1
491,SCHOOL VISIT ,5/16/19,292,42.521202,-83.469492,1
492,SCHOOL VISIT ,5/17/19,248,42.463211,-83.490985,1
493,SCHOOL VISIT ,5/17/19,298,42.465061,-83.461523,1
494,SCHOOL VISIT ,5/20/19,285,42.465061,-83.461523,1
495,SCHOOL VISIT ,5/22/19,216,42.521202,-83.469492,1
496,SCHOOL VISIT ,5/22/19,253,42.450681,-83.504154,1
497,SCHOOL VISIT ,5/23/19,301,42.463211,-83.490985,1
498,SCHOOL VISIT ,5/24/19,256,42.468959,-83.522221,1
499,SCHOOL VISIT ,5/25/19,276,42.466458,-83.49223,1
500,SCHOOL VISIT ,5/26/19,276,42.481261,-83.516392,1
501,SCHOOL VISIT ,5/28/19,298,42.465061,-83.461523,1
502,SCHOOL VISIT ,5/28/19,248,42.468959,-83.522221,1
503,SCHOOL VISIT ,5/28/19,216,42.521202,-83.469492,1
504,SCHOOL VISIT ,5/28/19,248,42.486569,-83.535075,1
505,SCHOOL VISIT ,5/28/19,216,42.463211,-83.490985,1
506,SCHOOL VISIT ,5/28/19,217,42.512892,-83.449649,1
507,SCHOOL VISIT ,5/29/19,304,42.521202,-83.469492,1
508,SCHOOL VISIT ,5/29/19,292,42.508257,-83.454752,1
509,SCHOOL VISIT ,5/30/19,295,42.468959,-83.522221,1
510,SCHOOL VISIT ,5/30/19,276,42.468959,-83.522221,1
511,SCHOOL VISIT ,5/30/19,285,42.461427,-83.446007,1
512,SCHOOL VISIT ,5/30/19,285,42.461427,-83.446007,1
513,SCHOOL VISIT ,5/30/19,276,42.489376,-83.540248,1
514,SCHOOL VISIT ,5/30/19,276,42.463211,-83.490985,1
515,SCHOOL VISIT ,5/30/19,304,42.508257,-83.454752,1
516,SCHOOL VISIT ,5/30/19,292,42.521202,-83.469492,1
517,SCHOOL VISIT ,5/31/19,221,42.468959,-83.522221,1
518,SCHOOL VISIT ,5/31/19,248,42.476463,-83.497671,1
519,SCHOOL VISIT ,5/31/19,248,42.47843,-83.495453,1
520,SCHOOL VISIT ,5/31/19,248,42.477863,-83.495421,1
521,SCHOOL VISIT ,5/31/19,248,42.473913,-83.497865,1
522,SCHOOL VISIT ,6/14/19,216,42.521202,-83.469492,1
523,SCHOOL VISIT ,6/14/19,304,42.468959,-83.522221,1
524,SCHOOL VISIT ,6/14/19,244,42.465061,-83.461523,1
525,SCHOOL VISIT ,6/14/19,304,42.486569,-83.535075,1
526,SCHOOL VISIT ,6/14/19,248,42.465061,-83.461523,1
527,SCHOOL VISIT ,6/22/19,295,42.477497,-83.495401,1
528,SCHOOL VISIT ,6/23/19,271,42.461427,-83.446007,1
529,SCHOOL VISIT ,6/26/19,294,42.484082,-83.457421,1
530,SCHOOL VISIT ,7/13/19,248,42.463211,-83.490985,1
531,SCHOOL VISIT ,7/15/19,276,42.481261,-83.516392,1
532,SCHOOL VISIT ,7/27/19,253,42.477497,-83.495401,1
533,SCHOOL VISIT ,7/29/19,276,42.481261,-83.516392,1
534,SCHOOL VISIT ,8/21/19,276,42.489376,-83.540248,1
535,SCHOOL VISIT ,8/27/19,215,42.508257,-83.454752,1
536,SCHOOL VISIT ,8/28/19,248,42.463211,-83.490985,1
537,SCHOOL VISIT ,8/28/19,230,42.461427,-83.446007,1
538,SCHOOL VISIT ,8/28/19,237,42.508257,-83.454752,1
539,SCHOOL VISIT ,8/28/19,286,42.461427,-83.446007,1
540,SCHOOL VISIT ,8/29/19,300,42.521202,-83.469492,1
541,SCHOOL VISIT ,9/16/19,244,42.463211,-83.490985,1
542,SCHOOL VISIT ,9/16/19,298,42.473913,-83.497865,1
543,SCHOOL VISIT ,9/16/19,230,42.461427,-83.446007,1
544,SCHOOL VISIT ,9/16/19,216,42.521202,-83.469492,1
545,SCHOOL VISIT ,9/16/19,216,42.508257,-83.454752,1
546,SCHOOL VISIT ,9/17/19,244,42.465061,-83.461523,1
547,SCHOOL VISIT ,9/17/19,252,42.489376,-83.540248,1
548,SCHOOL VISIT ,9/17/19,253,42.450681,-83.504154,1
549,SCHOOL VISIT ,9/17/19,244,42.489376,-83.540248,1
550,SCHOOL VISIT ,9/17/19,216,42.521202,-83.469492,1
551,SCHOOL VISIT ,9/17/19,244,42.461427,-83.446007,1
552,SCHOOL VISIT ,9/17/19,230,42.465061,-83.461523,1
553,SCHOOL VISIT ,9/17/19,253,42.489376,-83.540248,1
554,SCHOOL VISIT ,9/18/19,292,42.521202,-83.469492,1
555,SCHOOL VISIT ,9/19/19,295,42.465508,-83.49132,1
556,SCHOOL VISIT ,9/19/19,292,42.508257,-83.454752,1
557,SCHOOL VISIT ,9/20/19,216,42.521202,-83.469492,1
558,SCHOOL VISIT ,9/20/19,216,42.508257,-83.454752,1
559,SCHOOL VISIT ,9/20/19,244,42.461427,-83.446007,1
560,SCHOOL VISIT ,9/20/19,244,42.465061,-83.461523,1
561,SCHOOL VISIT ,9/23/19,292,42.521202,-83.469492,1
562,SCHOOL VISIT ,9/23/19,295,42.473913,-83.497865,1
563,SCHOOL VISIT ,9/23/19,303,42.465061,-83.461523,1
564,SCHOOL VISIT ,9/24/19,285,42.465061,-83.461523,1
565,SCHOOL VISIT ,9/24/19,295,42.465061,-83.461523,1
566,SCHOOL VISIT ,9/25/19,216,42.508257,-83.454752,1
567,SCHOOL VISIT ,9/25/19,216,42.521202,-83.469492,1
568,SCHOOL VISIT ,9/26/19,298,42.468959,-83.522221,1
569,SCHOOL VISIT ,9/26/19,244,42.461427,-83.446007,1
570,SCHOOL VISIT ,9/26/19,217,42.521202,-83.469492,1
571,SCHOOL VISIT ,9/26/19,244,42.468514,-83.439433,1
572,SCHOOL VISIT ,9/26/19,244,42.465061,-83.461523,1
573,SCHOOL VISIT ,9/26/19,298,42.489376,-83.540248,1
574,SCHOOL VISIT ,9/26/19,216,42.521202,-83.469492,1
575,SCHOOL VISIT ,9/27/19,286,42.463211,-83.490985,1
576,SCHOOL VISIT ,9/30/19,253,42.489376,-83.540248,1
577,SCHOOL VISIT ,9/30/19,244,42.461427,-83.446007,1
578,SCHOOL VISIT ,9/30/19,230,42.461427,-83.446007,1
579,SCHOOL VISIT ,9/30/19,244,42.465061,-83.461523,1
580,SCHOOL VISIT ,10/14/19,244,42.465061,-83.461523,1
581,SCHOOL VISIT ,10/15/19,256,42.512892,-83.449649,1
582,SCHOOL VISIT ,10/15/19,256,42.508257,-83.454752,1
583,SCHOOL VISIT ,10/15/19,230,42.450681,-83.504154,1
584,SCHOOL VISIT ,10/15/19,216,42.521202,-83.469492,1
585,SCHOOL VISIT ,10/15/19,217,42.468959,-83.522221,1
586,SCHOOL VISIT ,10/16/19,276,42.461427,-83.446007,1
587,SCHOOL VISIT ,10/16/19,260,42.508257,-83.454752,1
588,SCHOOL VISIT ,10/16/19,292,42.479326,-83.495504,1
589,SCHOOL VISIT ,10/16/19,292,42.486569,-83.535075,1
590,SCHOOL VISIT ,10/16/19,260,42.521202,-83.469492,1
591,SCHOOL VISIT ,10/16/19,292,42.468959,-83.522221,1
592,SCHOOL VISIT ,10/16/19,291,42.481261,-83.516392,1
593,SCHOOL VISIT ,10/17/19,291,42.481261,-83.516392,1
594,SCHOOL VISIT ,10/17/19,292,42.468959,-83.522221,1
595,SCHOOL VISIT ,10/17/19,292,42.486569,-83.535075,1
596,SCHOOL VISIT ,10/18/19,230,42.450681,-83.504154,1
597,SCHOOL VISIT ,10/18/19,216,42.521202,-83.469492,1
598,SCHOOL VISIT ,10/18/19,244,42.461427,-83.446007,1
599,SCHOOL VISIT ,10/18/19,244,42.468514,-83.439433,1
600,SCHOOL VISIT ,10/18/19,216,42.508257,-83.454752,1
601,SCHOOL VISIT ,10/18/19,230,42.463211,-83.490985,1
602,SCHOOL VISIT ,10/19/19,217,42.463211,-83.490985,1
603,SCHOOL VISIT ,10/19/19,217,42.47843,-83.495453,1
604,SCHOOL VISIT ,10/21/19,271,42.461427,-83.446007,1
605,SCHOOL VISIT ,10/21/19,276,42.465061,-83.461523,1
606,SCHOOL VISIT ,10/21/19,260,42.508257,-83.454752,1
607,SCHOOL VISIT ,10/22/19,260,42.508257,-83.454752,1
608,SCHOOL VISIT ,10/22/19,291,42.493266,-83.528514,1
609,SCHOOL VISIT ,10/22/19,276,42.468514,-83.439433,1
610,SCHOOL VISIT ,10/23/19,253,42.484082,-83.457421,1
611,SCHOOL VISIT ,10/23/19,216,42.512892,-83.449649,1
612,SCHOOL VISIT ,10/23/19,230,42.450681,-83.504154,1
613,SCHOOL VISIT ,10/23/19,217,42.481261,-83.516392,1
614,SCHOOL VISIT ,10/23/19,216,42.521202,-83.469492,1
615,SCHOOL VISIT ,10/23/19,217,42.479326,-83.495504,1
616,SCHOOL VISIT ,10/23/19,299,42.521202,-83.469492,1
617,SCHOOL VISIT ,10/23/19,244,42.465061,-83.461523,1
618,SCHOOL VISIT ,10/23/19,304,42.508257,-83.454752,1
619,SCHOOL VISIT ,10/24/19,244,42.461427,-83.446007,1
620,SCHOOL VISIT ,10/24/19,244,42.468514,-83.439433,1
621,SCHOOL VISIT ,10/24/19,244,42.484082,-83.457421,1
622,SCHOOL VISIT ,10/24/19,244,42.465061,-83.461523,1
623,SCHOOL VISIT ,10/25/19,291,42.489376,-83.540248,1
624,SCHOOL VISIT ,10/25/19,260,42.508257,-83.454752,1
625,SCHOOL VISIT ,10/25/19,260,42.521202,-83.469492,1
626,SCHOOL VISIT ,10/25/19,292,42.486569,-83.535075,1
627,SCHOOL VISIT ,10/25/19,291,42.481261,-83.516392,1
628,SCHOOL VISIT ,10/25/19,292,42.468959,-83.522221,1
629,SCHOOL VISIT ,10/28/19,230,42.489376,-83.540248,1
630,SCHOOL VISIT ,10/28/19,216,42.521202,-83.469492,1
631,SCHOOL VISIT ,10/28/19,244,42.461427,-83.446007,1
632,SCHOOL VISIT ,10/28/19,230,42.450681,-83.504154,1
633,SCHOOL VISIT ,10/29/19,299,42.508257,-83.454752,1
634,SCHOOL VISIT ,10/29/19,244,42.465061,-83.461523,1
635,SCHOOL VISIT ,10/29/19,216,42.512892,-83.449649,1
636,SCHOOL VISIT ,10/29/19,216,42.508257,-83.454752,1
637,SCHOOL VISIT ,10/29/19,217,42.493266,-83.528514,1
638,SCHOOL VISIT ,10/29/19,216,42.521202,-83.469492,1
639,SCHOOL VISIT ,10/29/19,230,42.47843,-83.495453,1
640,SCHOOL VISIT ,10/30/19,291,42.489376,-83.540248,1
641,SCHOOL VISIT ,10/30/19,291,42.493266,-83.528514,1
642,SCHOOL VISIT ,10/30/19,291,42.489376,-83.540248,1
643,SCHOOL VISIT ,10/31/19,291,42.450681,-83.504154,1
644,SCHOOL VISIT ,10/31/19,291,42.468959,-83.522221,1
645,SCHOOL VISIT ,10/31/19,276,42.512892,-83.449649,1
646,SCHOOL VISIT ,10/31/19,291,42.489376,-83.540248,1
647,SCHOOL VISIT ,10/31/19,276,42.489376,-83.540248,1
648,SCHOOL VISIT ,10/31/19,291,42.489376,-83.540248,1
649,SCHOOL VISIT ,11/13/19,292,42.489376,-83.540248,1
650,SCHOOL VISIT ,11/13/19,291,42.493266,-83.528514,1
651,SCHOOL VISIT ,11/13/19,260,42.508257,-83.454752,1
652,SCHOOL VISIT ,11/13/19,260,42.521202,-83.469492,1
653,SCHOOL VISIT ,11/13/19,292,42.468959,-83.522221,1
654,SCHOOL VISIT ,11/13/19,292,42.486569,-83.535075,1
655,SCHOOL VISIT ,11/14/19,292,42.489376,-83.540248,1
656,SCHOOL VISIT ,11/14/19,263,42.512892,-83.449649,1
657,SCHOOL VISIT ,11/14/19,215,42.461427,-83.446007,1
658,SCHOOL VISIT ,11/14/19,291,42.463211,-83.490985,1
659,SCHOOL VISIT ,11/14/19,292,42.463211,-83.490985,1
660,SCHOOL VISIT ,11/14/19,260,42.508257,-83.454752,1
661,SCHOOL VISIT ,11/14/19,260,42.521202,-83.469492,1
662,SCHOOL VISIT ,11/14/19,263,42.508257,-83.454752,1
663,SCHOOL VISIT ,11/14/19,291,42.481261,-83.516392,1
664,SCHOOL VISIT ,11/14/19,292,42.479326,-83.495504,1
665,SCHOOL VISIT ,11/14/19,291,42.489376,-83.540248,1
666,SCHOOL VISIT ,11/14/19,292,42.477497,-83.495401,1
667,SCHOOL VISIT ,11/15/19,230,42.489376,-83.540248,1
668,SCHOOL VISIT ,11/15/19,244,42.465061,-83.461523,1
669,SCHOOL VISIT ,11/15/19,304,42.463211,-83.490985,1
670,SCHOOL VISIT ,11/15/19,298,42.468959,-83.522221,1
671,SCHOOL VISIT ,11/15/19,244,42.461427,-83.446007,1
672,SCHOOL VISIT ,11/15/19,253,42.484082,-83.457421,1
673,SCHOOL VISIT ,11/15/19,253,42.465061,-83.461523,1
674,SCHOOL VISIT ,11/15/19,244,42.468514,-83.439433,1
675,SCHOOL VISIT ,11/15/19,216,42.512892,-83.449649,1
676,SCHOOL VISIT ,11/15/19,253,42.468514,-83.439433,1
677,SCHOOL VISIT ,11/15/19,278,42.512892,-83.449649,1
678,SCHOOL VISIT ,11/15/19,230,42.450681,-83.504154,1
679,SCHOOL VISIT ,11/15/19,217,42.486569,-83.535075,1
680,SCHOOL VISIT ,11/15/19,256,42.508257,-83.454752,1
681,SCHOOL VISIT ,11/15/19,216,42.521202,-83.469492,1
682,SCHOOL VISIT ,11/15/19,278,42.521202,-83.469492,1
683,SCHOOL VISIT ,11/15/19,278,42.508257,-83.454752,1
684,SCHOOL VISIT ,11/15/19,216,42.508257,-83.454752,1
685,SCHOOL VISIT ,11/15/19,298,42.473913,-83.497865,1
686,SCHOOL VISIT ,11/15/19,217,42.463211,-83.490985,1
687,SCHOOL VISIT ,11/15/19,298,42.468959,-83.522221,1
688,SCHOOL VISIT ,11/15/19,304,42.508257,-83.454752,1
689,SCHOOL VISIT ,11/15/19,304,42.521202,-83.469492,1
690,SCHOOL VISIT ,11/15/19,240,42.47843,-83.495453,1
691,SCHOOL VISIT ,11/15/19,230,42.468959,-83.522221,1
692,SCHOOL VISIT ,11/16/19,217,42.463211,-83.490985,1
693,SCHOOL VISIT ,11/16/19,230,42.47843,-83.495453,1
694,SCHOOL VISIT ,11/16/19,217,42.47843,-83.495453,1
695,SCHOOL VISIT ,11/16/19,244,42.465061,-83.461523,1
696,SCHOOL VISIT ,11/18/19,292,42.489376,-83.540248,1
697,SCHOOL VISIT ,11/18/19,271,42.468514,-83.439433,1
698,SCHOOL VISIT ,11/18/19,271,42.465061,-83.461523,1
699,SCHOOL VISIT ,11/18/19,252,42.463211,-83.490985,1
700,SCHOOL VISIT ,11/18/19,292,42.468959,-83.522221,1
701,SCHOOL VISIT ,11/18/19,300,42.508257,-83.454752,1
702,SCHOOL VISIT ,11/18/19,271,42.461427,-83.446007,1
703,SCHOOL VISIT ,11/18/19,291,42.481261,-83.516392,1
704,SCHOOL VISIT ,11/18/19,291,42.493266,-83.528514,1
705,SCHOOL VISIT ,11/18/19,292,42.477497,-83.495401,1
706,SCHOOL VISIT ,11/18/19,291,42.489376,-83.540248,1
707,SCHOOL VISIT ,11/19/19,292,42.489376,-83.540248,1
708,SCHOOL VISIT ,11/19/19,291,42.489376,-83.540248,1
709,SCHOOL VISIT ,11/19/19,292,42.479326,-83.495504,1
710,SCHOOL VISIT ,11/19/19,300,42.465061,-83.461523,1
711,SCHOOL VISIT ,11/19/19,263,42.508257,-83.454752,1
712,SCHOOL VISIT ,11/19/19,300,42.461427,-83.446007,1
713,SCHOOL VISIT ,11/19/19,292,42.473913,-83.497865,1
714,SCHOOL VISIT ,11/19/19,291,42.493266,-83.528514,1
715,SCHOOL VISIT ,11/19/19,291,42.481261,-83.516392,1
716,SCHOOL VISIT ,11/19/19,271,42.468514,-83.439433,1
717,SCHOOL VISIT ,11/19/19,271,42.461427,-83.446007,1
718,SCHOOL VISIT ,11/19/19,271,42.465061,-83.461523,1
719,SCHOOL VISIT ,11/19/19,263,42.521202,-83.469492,1
720,SCHOOL VISIT ,11/20/19,230,42.489376,-83.540248,1
721,SCHOOL VISIT ,11/20/19,216,42.512892,-83.449649,1
722,SCHOOL VISIT ,11/20/19,230,42.450681,-83.504154,1
723,SCHOOL VISIT ,11/20/19,298,42.465061,-83.461523,1
724,SCHOOL VISIT ,11/20/19,216,42.521202,-83.469492,1
725,SCHOOL VISIT ,11/20/19,217,42.481261,-83.516392,1
726,SCHOOL VISIT ,11/20/19,216,42.508257,-83.454752,1
727,SCHOOL VISIT ,11/20/19,217,42.493266,-83.528514,1
728,SCHOOL VISIT ,11/20/19,230,42.468959,-83.522221,1
729,SCHOOL VISIT ,11/20/19,256,42.508257,-83.454752,1
730,SCHOOL VISIT ,11/20/19,217,42.486569,-83.535075,1
731,SCHOOL VISIT ,11/21/19,244,42.484082,-83.457421,1
732,SCHOOL VISIT ,11/21/19,230,42.489376,-83.540248,1
733,SCHOOL VISIT ,11/21/19,217,42.450681,-83.504154,1
734,SCHOOL VISIT ,11/21/19,298,42.461427,-83.446007,1
735,SCHOOL VISIT ,11/21/19,244,42.468514,-83.439433,1
736,SCHOOL VISIT ,11/21/19,217,42.479326,-83.495504,1
737,SCHOOL VISIT ,11/21/19,298,42.465061,-83.461523,1
738,SCHOOL VISIT ,11/21/19,217,42.473913,-83.497865,1
739,SCHOOL VISIT ,11/21/19,244,42.461427,-83.446007,1
740,SCHOOL VISIT ,11/21/19,230,42.450681,-83.504154,1
741,SCHOOL VISIT ,11/21/19,304,42.468959,-83.522221,1
742,SCHOOL VISIT ,11/21/19,298,42.484082,-83.457421,1
743,SCHOOL VISIT ,11/21/19,304,42.473913,-83.497865,1
744,SCHOOL VISIT ,11/21/19,230,42.486569,-83.535075,1
745,SCHOOL VISIT ,11/21/19,304,42.463211,-83.490985,1
746,SCHOOL VISIT ,11/22/19,291,42.450681,-83.504154,1
747,SCHOOL VISIT ,11/22/19,260,42.508257,-83.454752,1
748,SCHOOL VISIT ,11/22/19,271,42.468514,-83.439433,1
749,SCHOOL VISIT ,11/22/19,271,42.465293,-83.459488,1
750,SCHOOL VISIT ,11/23/19,291,42.477497,-83.495401,1
751,SCHOOL VISIT ,11/23/19,278,42.463211,-83.490985,1
752,SCHOOL VISIT ,11/23/19,291,42.463211,-83.490985,1
753,SCHOOL VISIT ,11/25/19,230,42.489376,-83.540248,1
754,SCHOOL VISIT ,11/25/19,304,42.508257,-83.454752,1
755,SCHOOL VISIT ,11/25/19,298,42.465061,-83.461523,1
756,SCHOOL VISIT ,11/25/19,253,42.461427,-83.446007,1
757,SCHOOL VISIT ,11/25/19,253,42.484082,-83.457421,1
758,SCHOOL VISIT ,11/25/19,230,42.450681,-83.504154,1
759,SCHOOL VISIT ,11/25/19,216,42.512892,-83.449649,1
760,SCHOOL VISIT ,11/25/19,217,42.468959,-83.522221,1
761,SCHOOL VISIT ,11/25/19,217,42.489376,-83.540248,1
762,SCHOOL VISIT ,11/25/19,304,42.521202,-83.469492,1
763,SCHOOL VISIT ,11/25/19,244,42.465061,-83.461523,1
764,SCHOOL VISIT ,11/25/19,244,42.461427,-83.446007,1
765,SCHOOL VISIT ,11/25/19,217,42.468959,-83.522221,1
766,SCHOOL VISIT ,11/25/19,244,42.468514,-83.439433,1
767,SCHOOL VISIT ,11/25/19,216,42.521202,-83.469492,1
768,SCHOOL VISIT ,11/25/19,216,42.508257,-83.454752,1
769,SCHOOL VISIT ,11/25/19,298,42.484082,-83.457421,1
770,SCHOOL VISIT ,11/25/19,230,42.486569,-83.535075,1
771,SCHOOL VISIT ,11/25/19,304,42.512892,-83.449649,1
772,SCHOOL VISIT ,11/26/19,230,42.489376,-83.540248,1
773,SCHOOL VISIT ,11/26/19,304,42.484082,-83.457421,1
774,SCHOOL VISIT ,11/26/19,298,42.512892,-83.449649,1
775,SCHOOL VISIT ,11/26/19,252,42.512892,-83.449649,1
776,SCHOOL VISIT ,11/26/19,256,42.512892,-83.449649,1
777,SCHOOL VISIT ,11/26/19,216,42.521202,-83.469492,1
778,SCHOOL VISIT ,11/26/19,298,42.484082,-83.457421,1
779,SCHOOL VISIT ,11/26/19,304,42.489376,-83.540248,1
780,SCHOOL VISIT ,11/26/19,216,42.508257,-83.454752,1
781,SCHOOL VISIT ,11/26/19,298,42.465061,-83.461523,1
782,SCHOOL VISIT ,11/26/19,253,42.463211,-83.490985,1
783,SCHOOL VISIT ,11/26/19,216,42.512892,-83.449649,1
784,SCHOOL VISIT ,11/26/19,253,42.461427,-83.446007,1
785,SCHOOL VISIT ,11/26/19,253,42.465061,-83.461523,1
786,SCHOOL VISIT ,11/26/19,253,42.484082,-83.457421,1
787,SCHOOL VISIT ,11/26/19,244,42.465061,-83.461523,1
788,SCHOOL VISIT ,11/26/19,256,42.521202,-83.469492,1
789,SCHOOL VISIT ,11/26/19,244,42.461427,-83.446007,1
790,SCHOOL VISIT ,11/26/19,261,42.493266,-83.528514,1
791,SCHOOL VISIT ,11/26/19,230,42.486569,-83.535075,1
792,SCHOOL VISIT ,11/26/19,244,42.484082,-83.457421,1
793,SCHOOL VISIT ,11/27/19,291,42.493266,-83.528514,1
794,SCHOOL VISIT ,12/13/19,253,42.484082,-83.457421,1
795,SCHOOL VISIT ,12/13/19,244,42.465061,-83.461523,1
796,SCHOOL VISIT ,12/13/19,216,42.521202,-83.469492,1
