id,offense description,date,number,lat,lng
423,SCHOOL VISIT ,02/27/19,217,42.468959,-83.522221
424,SCHOOL VISIT ,02/27/19,295,42.473913,-83.497865
425,SCHOOL VISIT ,02/27/19,281,42.473913,-83.497865
426,SCHOOL VISIT ,02/27/19,256,42.468959,-83.522221
427,SCHOOL VISIT ,02/27/19,256,42.473913,-83.497865
428,SCHOOL VISIT ,02/27/19,245,42.461427,-83.446007
429,SCHOOL VISIT ,02/27/19,245,42.468514,-83.439433
430,SCHOOL VISIT ,02/28/19,240,42.473913,-83.497865
431,SCHOOL VISIT ,03/14/19,271,42.465061,-83.461523
432,SCHOOL VISIT ,03/14/19,240,42.473913,-83.497865
433,SCHOOL VISIT ,03/14/19,285,42.450681,-83.504154
434,SCHOOL VISIT ,03/14/19,285,42.477497,-83.495401
435,SCHOOL VISIT ,03/15/19,216,42.521202,-83.469492
436,SCHOOL VISIT ,03/15/19,244,42.468514,-83.439433
437,SCHOOL VISIT ,03/18/19,256,42.486569,-83.535075
438,SCHOOL VISIT ,03/18/19,295,42.493266,-83.528514
439,SCHOOL VISIT ,03/18/19,297,42.521202,-83.469492
440,SCHOOL VISIT ,03/18/19,256,42.493266,-83.528514
441,SCHOOL VISIT ,03/19/19,285,42.493266,-83.528514
442,SCHOOL VISIT ,03/19/19,295,42.477863,-83.495421
443,SCHOOL VISIT ,03/19/19,297,42.468959,-83.522221
444,SCHOOL VISIT ,03/20/19,216,42.521202,-83.469492
445,SCHOOL VISIT ,03/20/19,244,42.461427,-83.446007
446,SCHOOL VISIT ,03/21/19,253,42.450681,-83.504154
447,SCHOOL VISIT ,03/22/19,285,42.493266,-83.528514
448,SCHOOL VISIT ,03/22/19,297,42.468514,-83.439433
449,SCHOOL VISIT ,03/25/19,244,42.461427,-83.446007
450,SCHOOL VISIT ,03/25/19,221,42.508257,-83.454752
451,SCHOOL VISIT ,03/25/19,244,42.465061,-83.461523
452,SCHOOL VISIT ,03/26/19,216,42.521202,-83.469492
453,SCHOOL VISIT ,03/26/19,230,42.461427,-83.446007
454,SCHOOL VISIT ,03/26/19,286,42.489376,-83.540248
455,SCHOOL VISIT ,03/27/19,285,42.489376,-83.540248
456,SCHOOL VISIT ,03/27/19,291,42.486569,-83.535075
457,SCHOOL VISIT ,03/27/19,291,42.450681,-83.504154
458,SCHOOL VISIT ,03/28/19,253,42.461427,-83.446007
459,SCHOOL VISIT ,03/28/19,253,42.465061,-83.461523
460,SCHOOL VISIT ,03/28/19,285,42.468959,-83.522221
461,SCHOOL VISIT ,04/15/19,216,42.521202,-83.469492
462,SCHOOL VISIT ,04/16/19,248,42.486569,-83.535075
463,SCHOOL VISIT ,04/17/19,292,42.521202,-83.469492
464,SCHOOL VISIT ,04/17/19,285,42.461427,-83.446007
465,SCHOOL VISIT ,04/17/19,256,42.508257,-83.454752
466,SCHOOL VISIT ,04/18/19,285,42.465061,-83.461523
467,SCHOOL VISIT ,04/18/19,285,42.468514,-83.439433
468,SCHOOL VISIT ,04/22/19,295,42.493266,-83.528514
469,SCHOOL VISIT ,04/23/19,285,42.465061,-83.461523
470,SCHOOL VISIT ,04/23/19,295,42.450681,-83.504154
471,SCHOOL VISIT ,04/23/19,256,42.508257,-83.454752
472,SCHOOL VISIT ,04/23/19,292,42.521202,-83.469492
473,SCHOOL VISIT ,04/23/19,285,42.468514,-83.439433
474,SCHOOL VISIT ,04/24/19,253,42.450681,-83.504154
475,SCHOOL VISIT ,04/24/19,216,42.521202,-83.469492
476,SCHOOL VISIT ,04/24/19,299,42.461427,-83.446007
477,SCHOOL VISIT ,04/25/19,299,42.468514,-83.439433
478,SCHOOL VISIT ,04/26/19,295,42.468959,-83.522221
479,SCHOOL VISIT ,04/26/19,302,42.468959,-83.522221
480,SCHOOL VISIT ,04/29/19,240,42.473913,-83.497865
481,SCHOOL VISIT ,04/29/19,216,42.521202,-83.469492
482,SCHOOL VISIT ,04/30/19,248,42.463211,-83.490985
483,SCHOOL VISIT ,04/30/19,299,42.489376,-83.540248
484,SCHOOL VISIT ,04/30/19,217,42.508257,-83.454752
485,SCHOOL VISIT ,04/30/19,216,42.521202,-83.469492
486,SCHOOL VISIT ,05/13/19,253,42.450681,-83.504154
487,SCHOOL VISIT ,05/13/19,248,42.476463,-83.497671
488,SCHOOL VISIT ,05/13/19,248,42.477863,-83.495421
489,SCHOOL VISIT ,05/13/19,248,42.478430,-83.495453
490,SCHOOL VISIT ,05/13/19,216,42.521202,-83.469492
491,SCHOOL VISIT ,05/16/19,292,42.521202,-83.469492
492,SCHOOL VISIT ,05/17/19,248,42.463211,-83.490985
493,SCHOOL VISIT ,05/17/19,298,42.465061,-83.461523
494,SCHOOL VISIT ,05/20/19,285,42.465061,-83.461523
495,SCHOOL VISIT ,05/22/19,216,42.521202,-83.469492
496,SCHOOL VISIT ,05/22/19,253,42.450681,-83.504154
497,SCHOOL VISIT ,05/23/19,301,42.463211,-83.490985
498,SCHOOL VISIT ,05/24/19,256,42.468959,-83.522221
499,SCHOOL VISIT ,05/25/19,276,42.466458,-83.49223
500,SCHOOL VISIT ,05/26/19,276,42.481261,-83.516392
501,SCHOOL VISIT ,05/28/19,298,42.465061,-83.461523
502,SCHOOL VISIT ,05/28/19,248,42.468959,-83.522221
503,SCHOOL VISIT ,05/28/19,216,42.521202,-83.469492
504,SCHOOL VISIT ,05/28/19,248,42.486569,-83.535075
505,SCHOOL VISIT ,05/28/19,216,42.463211,-83.490985
506,SCHOOL VISIT ,05/28/19,217,42.512892,-83.449649
507,SCHOOL VISIT ,05/29/19,304,42.521202,-83.469492
508,SCHOOL VISIT ,05/29/19,292,42.508257,-83.454752
509,SCHOOL VISIT ,05/30/19,295,42.468959,-83.522221
510,SCHOOL VISIT ,05/30/19,276,42.468959,-83.522221
511,SCHOOL VISIT ,05/30/19,285,42.461427,-83.446007
512,SCHOOL VISIT ,05/30/19,285,42.461427,-83.446007
513,SCHOOL VISIT ,05/30/19,276,42.489376,-83.540248
514,SCHOOL VISIT ,05/30/19,276,42.463211,-83.490985
515,SCHOOL VISIT ,05/30/19,304,42.508257,-83.454752
516,SCHOOL VISIT ,05/30/19,292,42.521202,-83.469492
517,SCHOOL VISIT ,05/31/19,221,42.468959,-83.522221
518,SCHOOL VISIT ,05/31/19,248,42.476463,-83.497671
519,SCHOOL VISIT ,05/31/19,248,42.478430,-83.495453
520,SCHOOL VISIT ,05/31/19,248,42.477863,-83.495421
521,SCHOOL VISIT ,05/31/19,248,42.473913,-83.497865
522,SCHOOL VISIT ,06/14/19,216,42.521202,-83.469492
523,SCHOOL VISIT ,06/14/19,304,42.468959,-83.522221
524,SCHOOL VISIT ,06/14/19,244,42.465061,-83.461523
525,SCHOOL VISIT ,06/14/19,304,42.486569,-83.535075
526,SCHOOL VISIT ,06/14/19,248,42.465061,-83.461523
527,SCHOOL VISIT ,06/22/19,295,42.477497,-83.495401
528,SCHOOL VISIT ,06/23/19,271,42.461427,-83.446007
529,SCHOOL VISIT ,06/26/19,294,42.484082,-83.457421
530,SCHOOL VISIT ,07/13/19,248,42.463211,-83.490985
531,SCHOOL VISIT ,07/15/19,276,42.481261,-83.516392
532,SCHOOL VISIT ,07/27/19,253,42.477497,-83.495401
533,SCHOOL VISIT ,07/29/19,276,42.481261,-83.516392
534,SCHOOL VISIT ,08/21/19,276,42.489376,-83.540248
535,SCHOOL VISIT ,08/27/19,215,42.508257,-83.454752
536,SCHOOL VISIT ,08/28/19,248,42.463211,-83.490985
537,SCHOOL VISIT ,08/28/19,230,42.461427,-83.446007
538,SCHOOL VISIT ,08/28/19,237,42.508257,-83.454752
539,SCHOOL VISIT ,08/28/19,286,42.461427,-83.446007
540,SCHOOL VISIT ,08/29/19,300,42.521202,-83.469492
541,SCHOOL VISIT ,09/16/19,244,42.463211,-83.490985
542,SCHOOL VISIT ,09/16/19,298,42.473913,-83.497865
543,SCHOOL VISIT ,09/16/19,230,42.461427,-83.446007
544,SCHOOL VISIT ,09/16/19,216,42.521202,-83.469492
545,SCHOOL VISIT ,09/16/19,216,42.508257,-83.454752
546,SCHOOL VISIT ,09/17/19,244,42.465061,-83.461523
547,SCHOOL VISIT ,09/17/19,252,42.489376,-83.540248
548,SCHOOL VISIT ,09/17/19,253,42.450681,-83.504154
549,SCHOOL VISIT ,09/17/19,244,42.489376,-83.540248
550,SCHOOL VISIT ,09/17/19,216,42.521202,-83.469492
551,SCHOOL VISIT ,09/17/19,244,42.461427,-83.446007
552,SCHOOL VISIT ,09/17/19,230,42.465061,-83.461523
553,SCHOOL VISIT ,09/17/19,253,42.489376,-83.540248
554,SCHOOL VISIT ,09/18/19,292,42.521202,-83.469492
555,SCHOOL VISIT ,09/19/19,295,42.465508,-83.49132
556,SCHOOL VISIT ,09/19/19,292,42.508257,-83.454752
557,SCHOOL VISIT ,09/20/19,216,42.521202,-83.469492
558,SCHOOL VISIT ,09/20/19,216,42.508257,-83.454752
559,SCHOOL VISIT ,09/20/19,244,42.461427,-83.446007
560,SCHOOL VISIT ,09/20/19,244,42.465061,-83.461523
561,SCHOOL VISIT ,09/23/19,292,42.521202,-83.469492
562,SCHOOL VISIT ,09/23/19,295,42.473913,-83.497865
563,SCHOOL VISIT ,09/23/19,303,42.465061,-83.461523
564,SCHOOL VISIT ,09/24/19,285,42.465061,-83.461523
565,SCHOOL VISIT ,09/24/19,295,42.465061,-83.461523
566,SCHOOL VISIT ,09/25/19,216,42.508257,-83.454752
567,SCHOOL VISIT ,09/25/19,216,42.521202,-83.469492
568,SCHOOL VISIT ,09/26/19,298,42.468959,-83.522221
569,SCHOOL VISIT ,09/26/19,244,42.461427,-83.446007
570,SCHOOL VISIT ,09/26/19,217,42.521202,-83.469492
571,SCHOOL VISIT ,09/26/19,244,42.468514,-83.439433
572,SCHOOL VISIT ,09/26/19,244,42.465061,-83.461523
573,SCHOOL VISIT ,09/26/19,298,42.489376,-83.540248
574,SCHOOL VISIT ,09/26/19,216,42.521202,-83.469492
575,SCHOOL VISIT ,09/27/19,286,42.463211,-83.490985
576,SCHOOL VISIT ,09/30/19,253,42.489376,-83.540248
577,SCHOOL VISIT ,09/30/19,244,42.461427,-83.446007
578,SCHOOL VISIT ,09/30/19,230,42.461427,-83.446007
579,SCHOOL VISIT ,09/30/19,244,42.465061,-83.461523
580,SCHOOL VISIT ,10/14/19,244,42.465061,-83.461523
581,SCHOOL VISIT ,10/15/19,256,42.512892,-83.449649
582,SCHOOL VISIT ,10/15/19,256,42.508257,-83.454752
583,SCHOOL VISIT ,10/15/19,230,42.450681,-83.504154
584,SCHOOL VISIT ,10/15/19,216,42.521202,-83.469492
585,SCHOOL VISIT ,10/15/19,217,42.468959,-83.522221
586,SCHOOL VISIT ,10/16/19,276,42.461427,-83.446007
587,SCHOOL VISIT ,10/16/19,260,42.508257,-83.454752
588,SCHOOL VISIT ,10/16/19,292,42.479326,-83.495504
589,SCHOOL VISIT ,10/16/19,292,42.486569,-83.535075
590,SCHOOL VISIT ,10/16/19,260,42.521202,-83.469492
591,SCHOOL VISIT ,10/16/19,292,42.468959,-83.522221
592,SCHOOL VISIT ,10/16/19,291,42.481261,-83.516392
593,SCHOOL VISIT ,10/17/19,291,42.481261,-83.516392
594,SCHOOL VISIT ,10/17/19,292,42.468959,-83.522221
595,SCHOOL VISIT ,10/17/19,292,42.486569,-83.535075
596,SCHOOL VISIT ,10/18/19,230,42.450681,-83.504154
597,SCHOOL VISIT ,10/18/19,216,42.521202,-83.469492
598,SCHOOL VISIT ,10/18/19,244,42.461427,-83.446007
599,SCHOOL VISIT ,10/18/19,244,42.468514,-83.439433
600,SCHOOL VISIT ,10/18/19,216,42.508257,-83.454752
601,SCHOOL VISIT ,10/18/19,230,42.463211,-83.490985
602,SCHOOL VISIT ,10/19/19,217,42.463211,-83.490985
603,SCHOOL VISIT ,10/19/19,217,42.478430,-83.495453
604,SCHOOL VISIT ,10/21/19,271,42.461427,-83.446007
605,SCHOOL VISIT ,10/21/19,276,42.465061,-83.461523
606,SCHOOL VISIT ,10/21/19,260,42.508257,-83.454752
607,SCHOOL VISIT ,10/22/19,260,42.508257,-83.454752
608,SCHOOL VISIT ,10/22/19,291,42.493266,-83.528514
609,SCHOOL VISIT ,10/22/19,276,42.468514,-83.439433
610,SCHOOL VISIT ,10/23/19,253,42.484082,-83.457421
611,SCHOOL VISIT ,10/23/19,216,42.512892,-83.449649
612,SCHOOL VISIT ,10/23/19,230,42.450681,-83.504154
613,SCHOOL VISIT ,10/23/19,217,42.481261,-83.516392
614,SCHOOL VISIT ,10/23/19,216,42.521202,-83.469492
615,SCHOOL VISIT ,10/23/19,217,42.479326,-83.495504
616,SCHOOL VISIT ,10/23/19,299,42.521202,-83.469492
617,SCHOOL VISIT ,10/23/19,244,42.465061,-83.461523
618,SCHOOL VISIT ,10/23/19,304,42.508257,-83.454752
619,SCHOOL VISIT ,10/24/19,244,42.461427,-83.446007
620,SCHOOL VISIT ,10/24/19,244,42.468514,-83.439433
621,SCHOOL VISIT ,10/24/19,244,42.484082,-83.457421
622,SCHOOL VISIT ,10/24/19,244,42.465061,-83.461523
623,SCHOOL VISIT ,10/25/19,291,42.489376,-83.540248
624,SCHOOL VISIT ,10/25/19,260,42.508257,-83.454752
625,SCHOOL VISIT ,10/25/19,260,42.521202,-83.469492
626,SCHOOL VISIT ,10/25/19,292,42.486569,-83.535075
627,SCHOOL VISIT ,10/25/19,291,42.481261,-83.516392
628,SCHOOL VISIT ,10/25/19,292,42.468959,-83.522221
629,SCHOOL VISIT ,10/28/19,230,42.489376,-83.540248
630,SCHOOL VISIT ,10/28/19,216,42.521202,-83.469492
631,SCHOOL VISIT ,10/28/19,244,42.461427,-83.446007
632,SCHOOL VISIT ,10/28/19,230,42.450681,-83.504154
633,SCHOOL VISIT ,10/29/19,299,42.508257,-83.454752
634,SCHOOL VISIT ,10/29/19,244,42.465061,-83.461523
635,SCHOOL VISIT ,10/29/19,216,42.512892,-83.449649
636,SCHOOL VISIT ,10/29/19,216,42.508257,-83.454752
637,SCHOOL VISIT ,10/29/19,217,42.493266,-83.528514
638,SCHOOL VISIT ,10/29/19,216,42.521202,-83.469492
639,SCHOOL VISIT ,10/29/19,230,42.478430,-83.495453
640,SCHOOL VISIT ,10/30/19,291,42.489376,-83.540248
641,SCHOOL VISIT ,10/30/19,291,42.493266,-83.528514
642,SCHOOL VISIT ,10/30/19,291,42.489376,-83.540248
643,SCHOOL VISIT ,10/31/19,291,42.450681,-83.504154
644,SCHOOL VISIT ,10/31/19,291,42.468959,-83.522221
645,SCHOOL VISIT ,10/31/19,276,42.512892,-83.449649
646,SCHOOL VISIT ,10/31/19,291,42.489376,-83.540248
647,SCHOOL VISIT ,10/31/19,276,42.489376,-83.540248
648,SCHOOL VISIT ,10/31/19,291,42.489376,-83.540248
649,SCHOOL VISIT ,11/13/19,292,42.489376,-83.540248
650,SCHOOL VISIT ,11/13/19,291,42.493266,-83.528514
651,SCHOOL VISIT ,11/13/19,260,42.508257,-83.454752
652,SCHOOL VISIT ,11/13/19,260,42.521202,-83.469492
653,SCHOOL VISIT ,11/13/19,292,42.468959,-83.522221
654,SCHOOL VISIT ,11/13/19,292,42.486569,-83.535075
655,SCHOOL VISIT ,11/14/19,292,42.489376,-83.540248
656,SCHOOL VISIT ,11/14/19,263,42.512892,-83.449649
657,SCHOOL VISIT ,11/14/19,215,42.461427,-83.446007
658,SCHOOL VISIT ,11/14/19,291,42.463211,-83.490985
659,SCHOOL VISIT ,11/14/19,292,42.463211,-83.490985
660,SCHOOL VISIT ,11/14/19,260,42.508257,-83.454752
661,SCHOOL VISIT ,11/14/19,260,42.521202,-83.469492
662,SCHOOL VISIT ,11/14/19,263,42.508257,-83.454752
663,SCHOOL VISIT ,11/14/19,291,42.481261,-83.516392
664,SCHOOL VISIT ,11/14/19,292,42.479326,-83.495504
665,SCHOOL VISIT ,11/14/19,291,42.489376,-83.540248
666,SCHOOL VISIT ,11/14/19,292,42.477497,-83.495401
667,SCHOOL VISIT ,11/15/19,230,42.489376,-83.540248
668,SCHOOL VISIT ,11/15/19,244,42.465061,-83.461523
669,SCHOOL VISIT ,11/15/19,304,42.463211,-83.490985
670,SCHOOL VISIT ,11/15/19,298,42.468959,-83.522221
671,SCHOOL VISIT ,11/15/19,244,42.461427,-83.446007
672,SCHOOL VISIT ,11/15/19,253,42.484082,-83.457421
673,SCHOOL VISIT ,11/15/19,253,42.465061,-83.461523
674,SCHOOL VISIT ,11/15/19,244,42.468514,-83.439433
675,SCHOOL VISIT ,11/15/19,216,42.512892,-83.449649
676,SCHOOL VISIT ,11/15/19,253,42.468514,-83.439433
677,SCHOOL VISIT ,11/15/19,278,42.512892,-83.449649
678,SCHOOL VISIT ,11/15/19,230,42.450681,-83.504154
679,SCHOOL VISIT ,11/15/19,217,42.486569,-83.535075
680,SCHOOL VISIT ,11/15/19,256,42.508257,-83.454752
681,SCHOOL VISIT ,11/15/19,216,42.521202,-83.469492
682,SCHOOL VISIT ,11/15/19,278,42.521202,-83.469492
683,SCHOOL VISIT ,11/15/19,278,42.508257,-83.454752
684,SCHOOL VISIT ,11/15/19,216,42.508257,-83.454752
685,SCHOOL VISIT ,11/15/19,298,42.473913,-83.497865
686,SCHOOL VISIT ,11/15/19,217,42.463211,-83.490985
687,SCHOOL VISIT ,11/15/19,298,42.468959,-83.522221
688,SCHOOL VISIT ,11/15/19,304,42.508257,-83.454752
689,SCHOOL VISIT ,11/15/19,304,42.521202,-83.469492
690,SCHOOL VISIT ,11/15/19,240,42.478430,-83.495453
691,SCHOOL VISIT ,11/15/19,230,42.468959,-83.522221
692,SCHOOL VISIT ,11/16/19,217,42.463211,-83.490985
693,SCHOOL VISIT ,11/16/19,230,42.478430,-83.495453
694,SCHOOL VISIT ,11/16/19,217,42.478430,-83.495453
695,SCHOOL VISIT ,11/16/19,244,42.465061,-83.461523
696,SCHOOL VISIT ,11/18/19,292,42.489376,-83.540248
697,SCHOOL VISIT ,11/18/19,271,42.468514,-83.439433
698,SCHOOL VISIT ,11/18/19,271,42.465061,-83.461523
699,SCHOOL VISIT ,11/18/19,252,42.463211,-83.490985
700,SCHOOL VISIT ,11/18/19,292,42.468959,-83.522221
701,SCHOOL VISIT ,11/18/19,300,42.508257,-83.454752
702,SCHOOL VISIT ,11/18/19,271,42.461427,-83.446007
703,SCHOOL VISIT ,11/18/19,291,42.481261,-83.516392
704,SCHOOL VISIT ,11/18/19,291,42.493266,-83.528514
705,SCHOOL VISIT ,11/18/19,292,42.477497,-83.495401
706,SCHOOL VISIT ,11/18/19,291,42.489376,-83.540248
707,SCHOOL VISIT ,11/19/19,292,42.489376,-83.540248
708,SCHOOL VISIT ,11/19/19,291,42.489376,-83.540248
709,SCHOOL VISIT ,11/19/19,292,42.479326,-83.495504
710,SCHOOL VISIT ,11/19/19,300,42.465061,-83.461523
711,SCHOOL VISIT ,11/19/19,263,42.508257,-83.454752
712,SCHOOL VISIT ,11/19/19,300,42.461427,-83.446007
713,SCHOOL VISIT ,11/19/19,292,42.473913,-83.497865
714,SCHOOL VISIT ,11/19/19,291,42.493266,-83.528514
715,SCHOOL VISIT ,11/19/19,291,42.481261,-83.516392
716,SCHOOL VISIT ,11/19/19,271,42.468514,-83.439433
717,SCHOOL VISIT ,11/19/19,271,42.461427,-83.446007
718,SCHOOL VISIT ,11/19/19,271,42.465061,-83.461523
719,SCHOOL VISIT ,11/19/19,263,42.521202,-83.469492
720,SCHOOL VISIT ,11/20/19,230,42.489376,-83.540248
721,SCHOOL VISIT ,11/20/19,216,42.512892,-83.449649
722,SCHOOL VISIT ,11/20/19,230,42.450681,-83.504154
723,SCHOOL VISIT ,11/20/19,298,42.465061,-83.461523
724,SCHOOL VISIT ,11/20/19,216,42.521202,-83.469492
725,SCHOOL VISIT ,11/20/19,217,42.481261,-83.516392
726,SCHOOL VISIT ,11/20/19,216,42.508257,-83.454752
727,SCHOOL VISIT ,11/20/19,217,42.493266,-83.528514
728,SCHOOL VISIT ,11/20/19,230,42.468959,-83.522221
729,SCHOOL VISIT ,11/20/19,256,42.508257,-83.454752
730,SCHOOL VISIT ,11/20/19,217,42.486569,-83.535075
731,SCHOOL VISIT ,11/21/19,244,42.484082,-83.457421
732,SCHOOL VISIT ,11/21/19,230,42.489376,-83.540248
733,SCHOOL VISIT ,11/21/19,217,42.450681,-83.504154
734,SCHOOL VISIT ,11/21/19,298,42.461427,-83.446007
735,SCHOOL VISIT ,11/21/19,244,42.468514,-83.439433
736,SCHOOL VISIT ,11/21/19,217,42.479326,-83.495504
737,SCHOOL VISIT ,11/21/19,298,42.465061,-83.461523
738,SCHOOL VISIT ,11/21/19,217,42.473913,-83.497865
739,SCHOOL VISIT ,11/21/19,244,42.461427,-83.446007
740,SCHOOL VISIT ,11/21/19,230,42.450681,-83.504154
741,SCHOOL VISIT ,11/21/19,304,42.468959,-83.522221
742,SCHOOL VISIT ,11/21/19,298,42.484082,-83.457421
743,SCHOOL VISIT ,11/21/19,304,42.473913,-83.497865
744,SCHOOL VISIT ,11/21/19,230,42.486569,-83.535075
745,SCHOOL VISIT ,11/21/19,304,42.463211,-83.490985
746,SCHOOL VISIT ,11/22/19,291,42.450681,-83.504154
747,SCHOOL VISIT ,11/22/19,260,42.508257,-83.454752
748,SCHOOL VISIT ,11/22/19,271,42.468514,-83.439433
749,SCHOOL VISIT ,11/22/19,271,42.465293,-83.459488
750,SCHOOL VISIT ,11/23/19,291,42.477497,-83.495401
751,SCHOOL VISIT ,11/23/19,278,42.463211,-83.490985
752,SCHOOL VISIT ,11/23/19,291,42.463211,-83.490985
753,SCHOOL VISIT ,11/25/19,230,42.489376,-83.540248
754,SCHOOL VISIT ,11/25/19,304,42.508257,-83.454752
755,SCHOOL VISIT ,11/25/19,298,42.465061,-83.461523
756,SCHOOL VISIT ,11/25/19,253,42.461427,-83.446007
757,SCHOOL VISIT ,11/25/19,253,42.484082,-83.457421
758,SCHOOL VISIT ,11/25/19,230,42.450681,-83.504154
759,SCHOOL VISIT ,11/25/19,216,42.512892,-83.449649
760,SCHOOL VISIT ,11/25/19,217,42.468959,-83.522221
761,SCHOOL VISIT ,11/25/19,217,42.489376,-83.540248
762,SCHOOL VISIT ,11/25/19,304,42.521202,-83.469492
763,SCHOOL VISIT ,11/25/19,244,42.465061,-83.461523
764,SCHOOL VISIT ,11/25/19,244,42.461427,-83.446007
765,SCHOOL VISIT ,11/25/19,217,42.468959,-83.522221
766,SCHOOL VISIT ,11/25/19,244,42.468514,-83.439433
767,SCHOOL VISIT ,11/25/19,216,42.521202,-83.469492
768,SCHOOL VISIT ,11/25/19,216,42.508257,-83.454752
769,SCHOOL VISIT ,11/25/19,298,42.484082,-83.457421
770,SCHOOL VISIT ,11/25/19,230,42.486569,-83.535075
771,SCHOOL VISIT ,11/25/19,304,42.512892,-83.449649
772,SCHOOL VISIT ,11/26/19,230,42.489376,-83.540248
773,SCHOOL VISIT ,11/26/19,304,42.484082,-83.457421
774,SCHOOL VISIT ,11/26/19,298,42.512892,-83.449649
775,SCHOOL VISIT ,11/26/19,252,42.512892,-83.449649
776,SCHOOL VISIT ,11/26/19,256,42.512892,-83.449649
777,SCHOOL VISIT ,11/26/19,216,42.521202,-83.469492
778,SCHOOL VISIT ,11/26/19,298,42.484082,-83.457421
779,SCHOOL VISIT ,11/26/19,304,42.489376,-83.540248
780,SCHOOL VISIT ,11/26/19,216,42.508257,-83.454752
781,SCHOOL VISIT ,11/26/19,298,42.465061,-83.461523
782,SCHOOL VISIT ,11/26/19,253,42.463211,-83.490985
783,SCHOOL VISIT ,11/26/19,216,42.512892,-83.449649
784,SCHOOL VISIT ,11/26/19,253,42.461427,-83.446007
785,SCHOOL VISIT ,11/26/19,253,42.465061,-83.461523
786,SCHOOL VISIT ,11/26/19,253,42.484082,-83.457421
787,SCHOOL VISIT ,11/26/19,244,42.465061,-83.461523
788,SCHOOL VISIT ,11/26/19,256,42.521202,-83.469492
789,SCHOOL VISIT ,11/26/19,244,42.461427,-83.446007
790,SCHOOL VISIT ,11/26/19,261,42.493266,-83.528514
791,SCHOOL VISIT ,11/26/19,230,42.486569,-83.535075
792,SCHOOL VISIT ,11/26/19,244,42.484082,-83.457421
793,SCHOOL VISIT ,11/27/19,291,42.493266,-83.528514
794,SCHOOL VISIT ,12/13/19,253,42.484082,-83.457421
795,SCHOOL VISIT ,12/13/19,244,42.465061,-83.461523
796,SCHOOL VISIT ,12/13/19,216,42.521202,-83.469492
797,SCHOOL VISIT ,12/13/19,216,42.508257,-83.454752
798,SCHOOL VISIT ,12/13/19,216,42.463211,-83.490985
799,SCHOOL VISIT ,12/14/19,298,42.463211,-83.490985
800,SCHOOL VISIT ,12/14/19,253,42.477497,-83.495401
801,SCHOOL VISIT ,12/14/19,253,42.463211,-83.490985
802,SCHOOL VISIT ,12/14/19,230,42.478430,-83.495453
803,SCHOOL VISIT ,12/16/19,291,42.493266,-83.528514
804,SCHOOL VISIT ,12/16/19,292,42.463211,-83.490985
805,SCHOOL VISIT ,12/16/19,291,42.489376,-83.540248
806,SCHOOL VISIT ,12/16/19,276,42.468514,-83.439433
807,SCHOOL VISIT ,12/16/19,292,42.450681,-83.504154
808,SCHOOL VISIT ,12/16/19,292,42.473913,-83.497865
809,SCHOOL VISIT ,12/16/19,263,42.521202,-83.469492
810,SCHOOL VISIT ,12/16/19,263,42.508257,-83.454752
811,SCHOOL VISIT ,12/17/19,301,42.521202,-83.469492
812,SCHOOL VISIT ,12/17/19,301,42.512892,-83.449649
813,SCHOOL VISIT ,12/17/19,291,42.481261,-83.516392
814,SCHOOL VISIT ,12/17/19,292,42.468959,-83.522221
815,SCHOOL VISIT ,12/17/19,292,42.478430,-83.495453
816,SCHOOL VISIT ,12/17/19,263,42.508257,-83.454752
817,SCHOOL VISIT ,12/17/19,276,42.461427,-83.446007
818,SCHOOL VISIT ,12/17/19,276,42.465061,-83.461523
819,SCHOOL VISIT ,12/17/19,292,42.481261,-83.516392
820,SCHOOL VISIT ,12/18/19,230,42.489376,-83.540248
821,SCHOOL VISIT ,12/18/19,253,42.484082,-83.457421
822,SCHOOL VISIT ,12/18/19,244,42.461427,-83.446007
823,SCHOOL VISIT ,12/18/19,278,42.508257,-83.454752
824,SCHOOL VISIT ,12/18/19,278,42.521202,-83.469492
825,SCHOOL VISIT ,12/18/19,298,42.484082,-83.457421
826,SCHOOL VISIT ,12/18/19,303,42.521202,-83.469492
827,SCHOOL VISIT ,12/18/19,303,42.508257,-83.454752
828,SCHOOL VISIT ,12/18/19,253,42.465061,-83.461523
829,SCHOOL VISIT ,12/18/19,303,42.484082,-83.457421
830,SCHOOL VISIT ,12/18/19,244,42.468514,-83.439433
831,SCHOOL VISIT ,12/18/19,278,42.463211,-83.490985
832,SCHOOL VISIT ,12/18/19,298,42.465061,-83.461523
833,SCHOOL VISIT ,12/18/19,230,42.463211,-83.490985
834,SCHOOL VISIT ,12/18/19,230,42.486569,-83.535075
835,SCHOOL VISIT ,12/18/19,298,42.461427,-83.446007
836,SCHOOL VISIT ,12/18/19,281,42.508257,-83.454752
837,SCHOOL VISIT ,12/18/19,253,42.461427,-83.446007
838,SCHOOL VISIT ,12/19/19,230,42.489376,-83.540248
839,SCHOOL VISIT ,12/19/19,230,42.463211,-83.490985
840,SCHOOL VISIT ,12/19/19,244,42.461427,-83.446007
841,SCHOOL VISIT ,12/19/19,244,42.468514,-83.439433
842,SCHOOL VISIT ,12/19/19,303,42.508257,-83.454752
843,SCHOOL VISIT ,12/19/19,303,42.521202,-83.469492
844,SCHOOL VISIT ,12/19/19,230,42.450681,-83.504154
845,SCHOOL VISIT ,12/19/19,303,42.512892,-83.449649
